# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ybjO	gene-b0858	TRANSCRIPT_gene-b0858	protein_coding	0	5	0	165	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	5	103
ybjP	gene-b0865	TRANSCRIPT_gene-b0865	protein_coding	0	0	0	101	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	51
ybjQ	gene-b0866	TRANSCRIPT_gene-b0866	protein_coding	0	0	0	75	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	23
ybjS	gene-b0868	TRANSCRIPT_gene-b0868	protein_coding	0	0	0	54	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	48
ybjT	gene-b0869	TRANSCRIPT_gene-b0869	protein_coding	0	13	1	47	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	13	41
ybjX	gene-b0877	TRANSCRIPT_gene-b0877	protein_coding	0	0	2	43	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	28
ycaC	gene-b0897	TRANSCRIPT_gene-b0897	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
ycaD	gene-b0898	TRANSCRIPT_gene-b0898	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
ycaI	gene-b0913	TRANSCRIPT_gene-b0913	protein_coding	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8
ycaK	gene-b0901	TRANSCRIPT_gene-b0901	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
ycaL	gene-b0909	TRANSCRIPT_gene-b0909	protein_coding	0	0	1	20	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	17
ycaM	gene-b0899	TRANSCRIPT_gene-b0899	protein_coding	0	1	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2
ycaN	gene-b0900	TRANSCRIPT_gene-b0900	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ycaO	gene-b0905	TRANSCRIPT_gene-b0905	protein_coding	0	0	0	22	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	18
ycaP	gene-b0906	TRANSCRIPT_gene-b0906	protein_coding	0	0	0	21	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	3
ycaQ	gene-b0916	TRANSCRIPT_gene-b0916	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
ycaR	gene-b0917	TRANSCRIPT_gene-b0917	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ycbF	gene-b0944	TRANSCRIPT_gene-b0944	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
ycbJ	gene-b0919	TRANSCRIPT_gene-b0919	protein_coding	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
ycbU	gene-b0942	TRANSCRIPT_gene-b0942	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
ycbV	gene-b0943	TRANSCRIPT_gene-b0943	protein_coding	0	0	1	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3
ycbX	gene-b0947	TRANSCRIPT_gene-b0947	protein_coding	0	0	1	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2
ycbZ	gene-b0955	TRANSCRIPT_gene-b0955	protein_coding	0	1	2	6	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	1	2
yccA	gene-b0970	TRANSCRIPT_gene-b0970	protein_coding	0	0	1	4	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0
yccE	gene-b1001	TRANSCRIPT_gene-b1001	protein_coding	0	15	35	91	0	0	0	1	84	0	0	0	34	0	0	0	0	0	0	0	15	7
yccF	gene-b0961	TRANSCRIPT_gene-b0961	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
yccJ	gene-b1003	TRANSCRIPT_gene-b1003	protein_coding	0	2	2	154	0	0	0	0	92	0	0	0	2	0	0	0	0	0	0	0	2	62
yccM	gene-b0992	TRANSCRIPT_gene-b0992	protein_coding	0	2	2	18	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	2	6
yccS	gene-b0960	TRANSCRIPT_gene-b0960	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
yccU	gene-b0965	TRANSCRIPT_gene-b0965	protein_coding	0	1	1	3	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0
yccX	gene-b0968	TRANSCRIPT_gene-b0968	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
ycdU	gene-b1029	TRANSCRIPT_gene-b1029	protein_coding	0	0	0	39	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	1
ycdX	gene-b1034	TRANSCRIPT_gene-b1034	protein_coding	0	6	1	33	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	6	17
ycdY	gene-b1035	TRANSCRIPT_gene-b1035	protein_coding	0	12	2	28	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	12	24
ycdZ	gene-b1036	TRANSCRIPT_gene-b1036	protein_coding	0	0	0	43	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	38
yceB	gene-b1063	TRANSCRIPT_gene-b1063	protein_coding	0	4	0	57	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	4	33
yceD	gene-b1088	TRANSCRIPT_gene-b1088	protein_coding	0	0	0	54	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	29
yceF	gene-b1087	TRANSCRIPT_gene-b1087	protein_coding	0	0	0	56	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	25
yceH	gene-b1067	TRANSCRIPT_gene-b1067	protein_coding	0	0	0	64	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	55
yceI	gene-b1056	TRANSCRIPT_gene-b1056	protein_coding	0	0	0	28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	27
yceJ	gene-b1057	TRANSCRIPT_gene-b1057	protein_coding	0	0	0	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32
yceK	gene-b1050	TRANSCRIPT_gene-b1050	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
yceM	gene-b1068	TRANSCRIPT_gene-b1068	protein_coding	0	0	0	60	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	48
yceO	gene-b1058	TRANSCRIPT_gene-b1058	protein_coding	0	0	0	39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	38
yceQ	gene-b1085	TRANSCRIPT_gene-b1085	protein_coding	0	0	0	74	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	56
ycfH	gene-b1100	TRANSCRIPT_gene-b1100	protein_coding	0	5	1	77	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	5	57
ycfJ	gene-b1110	TRANSCRIPT_gene-b1110	protein_coding	0	4	0	105	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	4	54
ycfK	gene-b1154	TRANSCRIPT_gene-b1154	protein_coding	0	0	0	168	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0
ycfL	gene-b1104	TRANSCRIPT_gene-b1104	protein_coding	0	0	3	72	0	0	0	0	54	0	0	0	3	0	0	0	0	0	0	0	0	18
ycfP	gene-b1108	TRANSCRIPT_gene-b1108	protein_coding	0	4	1	79	0	0	0	0	51	0	0	0	1	0	0	0	0	0	0	0	4	28
ycfT	gene-b1115	TRANSCRIPT_gene-b1115	protein_coding	0	8	5	137	0	0	0	0	60	0	0	0	5	0	0	0	0	0	0	0	8	77
ycfZ	gene-b1121	TRANSCRIPT_gene-b1121	protein_coding	0	14	10	140	0	0	0	0	84	0	0	0	10	0	0	0	0	0	0	0	14	56
ycgB	gene-b1188	TRANSCRIPT_gene-b1188	protein_coding	0	14	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	14	6
ycgH	ycgH	gene-b4491	pseudogene	0	0	0	26	0	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	12
ycgI	ycgI	gene-b4521	pseudogene	0	0	0	33	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	3
ycgJ	gene-b1177	TRANSCRIPT_gene-b1177	protein_coding	0	4	3	48	0	0	0	0	47	0	0	0	3	0	0	0	0	0	0	0	4	1
ycgL	gene-b1179	TRANSCRIPT_gene-b1179	protein_coding	0	2	1	52	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	2	23
ycgM	gene-b1180	TRANSCRIPT_gene-b1180	protein_coding	0	3	1	51	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	3	26
ycgN	gene-b1181	TRANSCRIPT_gene-b1181	protein_coding	0	2	1	52	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	2	30
ycgR	gene-b1194	TRANSCRIPT_gene-b1194	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
ycgV	gene-b1202	TRANSCRIPT_gene-b1202	protein_coding	0	1	2	17	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	16
ycgX	gene-b1161	TRANSCRIPT_gene-b1161	protein_coding	0	3	0	191	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	3	26
ycgY	gene-b1196	TRANSCRIPT_gene-b1196	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ycgZ	gene-b1164	TRANSCRIPT_gene-b1164	protein_coding	0	0	0	100	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	93
ychA	gene-b1214	TRANSCRIPT_gene-b1214	protein_coding	0	3	0	113	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	3	59
ychE	gene-b1242	TRANSCRIPT_gene-b1242	protein_coding	0	5	0	21	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5	13
ychF	gene-b1203	TRANSCRIPT_gene-b1203	protein_coding	0	0	1	32	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	28
ychH	gene-b1205	TRANSCRIPT_gene-b1205	protein_coding	0	1	0	44	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	1	5
ychJ	gene-b1233	TRANSCRIPT_gene-b1233	protein_coding	0	3	1	86	0	0	0	0	60	0	0	0	1	0	0	0	0	0	0	0	3	26
ychN	gene-b1219	TRANSCRIPT_gene-b1219	protein_coding	0	2	0	103	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	2	46
ychO	gene-b1220	TRANSCRIPT_gene-b1220	protein_coding	0	17	4	85	0	0	0	0	24	0	0	0	4	0	0	0	0	0	0	0	17	61
ychQ	gene-b1213	TRANSCRIPT_gene-b1213	protein_coding	0	2	1	102	0	0	0	0	45	0	0	0	1	0	0	0	0	0	0	0	2	57
ychS	gene-b1228	TRANSCRIPT_gene-b1228	protein_coding	0	2	3	79	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	2	57
ychT	gene-b4771	TRANSCRIPT_gene-b4771	protein_coding	0	0	0	26	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13
yciA	gene-b1253	TRANSCRIPT_gene-b1253	protein_coding	0	2	0	34	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	2	12
yciB	gene-b1254	TRANSCRIPT_gene-b1254	protein_coding	0	2	0	28	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	2	11
yciC	gene-b1255	TRANSCRIPT_gene-b1255	protein_coding	0	8	1	13	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	8	2
yciE	gene-b1257	TRANSCRIPT_gene-b1257	protein_coding	0	0	0	38	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	22
yciF	gene-b1258	TRANSCRIPT_gene-b1258	protein_coding	0	0	0	40	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	24
yciG	gene-b1259	TRANSCRIPT_gene-b1259	protein_coding	0	0	0	40	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	23
yciH	gene-b1282	TRANSCRIPT_gene-b1282	protein_coding	0	0	0	61	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	12
yciI	gene-b1251	TRANSCRIPT_gene-b1251	protein_coding	0	0	0	52	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	17
yciK	gene-b1271	TRANSCRIPT_gene-b1271	protein_coding	0	0	0	57	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	3
yciN	gene-b1273	TRANSCRIPT_gene-b1273	protein_coding	0	0	0	31	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	3
yciO	gene-b1267	TRANSCRIPT_gene-b1267	protein_coding	0	13	0	74	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	13	43
yciQ	gene-b1268	TRANSCRIPT_gene-b1268	protein_coding	0	8	4	66	0	0	0	0	19	0	0	0	4	0	0	0	0	0	0	0	8	47
yciT	gene-b1284	TRANSCRIPT_gene-b1284	protein_coding	0	0	1	72	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	58
yciU	gene-b1248	TRANSCRIPT_gene-b1248	protein_coding	0	2	0	51	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	2	22
yciW	gene-b1287	TRANSCRIPT_gene-b1287	protein_coding	0	17	18	57	0	0	0	0	48	0	0	0	18	0	0	0	0	0	0	0	17	9
yciX	gene-b4523	TRANSCRIPT_gene-b4523	protein_coding	0	0	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3
yciY	gene-b4595	TRANSCRIPT_gene-b4595	protein_coding	0	0	0	59	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	41
yciZ	gene-b4596	TRANSCRIPT_gene-b4596	protein_coding	0	0	0	85	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	71
ycjD	gene-b1289	TRANSCRIPT_gene-b1289	protein_coding	0	0	0	78	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	11
ycjF	gene-b1322	TRANSCRIPT_gene-b1322	protein_coding	0	2	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	3
ycjG	gene-b1325	TRANSCRIPT_gene-b1325	protein_coding	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7
ycjM	gene-b1309	TRANSCRIPT_gene-b1309	protein_coding	0	0	1	17	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	15
ycjN	gene-b1310	TRANSCRIPT_gene-b1310	protein_coding	0	0	1	13	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	4
ycjO	gene-b1311	TRANSCRIPT_gene-b1311	protein_coding	0	0	1	33	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	4
ycjP	gene-b1312	TRANSCRIPT_gene-b1312	protein_coding	0	0	0	37	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	5
ycjQ	gene-b1313	TRANSCRIPT_gene-b1313	protein_coding	0	0	0	37	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	4
ycjR	gene-b1314	TRANSCRIPT_gene-b1314	protein_coding	0	0	0	37	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	3
ycjS	gene-b1315	TRANSCRIPT_gene-b1315	protein_coding	0	0	1	35	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	0	2
ycjT	gene-b1316	TRANSCRIPT_gene-b1316	protein_coding	0	26	5	6	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	26	2
ycjU	gene-b1317	TRANSCRIPT_gene-b1317	protein_coding	0	0	1	37	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	32
ycjV	ycjV	gene-b1318	pseudogene	0	0	0	38	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	33
ycjW	gene-b1320	TRANSCRIPT_gene-b1320	protein_coding	0	0	0	41	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	7
ycjX	gene-b1321	TRANSCRIPT_gene-b1321	protein_coding	0	0	1	12	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	6
ycjY	gene-b1327	TRANSCRIPT_gene-b1327	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
ydaE	gene-b4526	TRANSCRIPT_gene-b4526	protein_coding	0	0	0	27	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	15
ydaF	gene-b4527	TRANSCRIPT_gene-b4527	protein_coding	0	0	0	38	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	25
ydaG	gene-b1355	TRANSCRIPT_gene-b1355	protein_coding	0	4	5	29	0	0	0	0	16	0	0	0	5	0	0	0	0	0	0	0	4	13
ydaS	gene-b1357	TRANSCRIPT_gene-b1357	protein_coding	0	0	0	43	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	24
ydaT	gene-b1358	TRANSCRIPT_gene-b1358	protein_coding	0	0	0	43	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	24
ydaU	gene-b1359	TRANSCRIPT_gene-b1359	protein_coding	0	0	0	34	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	15
ydaV	gene-b1360	TRANSCRIPT_gene-b1360	protein_coding	0	0	0	36	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	15
ydaW	gene-b1361	TRANSCRIPT_gene-b1361	protein_coding	0	2	5	29	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	0	2	15
ydaY	gene-b1366	TRANSCRIPT_gene-b1366	protein_coding	0	0	0	75	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	19
ydbA	ydbA	gene-b4492	pseudogene	0	0	0	65	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0
ydbD	gene-b1407	TRANSCRIPT_gene-b1407	protein_coding	1	28	17	43	0	0	0	0	41	0	0	0	17	0	0	0	0	1	0	0	28	2
ydbH	gene-b1381	TRANSCRIPT_gene-b1381	protein_coding	0	35	10	79	0	0	0	0	42	0	0	0	10	0	0	0	0	0	0	0	35	37
ydbJ	gene-b4529	TRANSCRIPT_gene-b4529	protein_coding	0	2	0	94	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	2	27
ydbK	gene-b1378	TRANSCRIPT_gene-b1378	protein_coding	0	17	8	84	0	0	0	0	26	0	0	0	8	0	0	0	0	0	0	0	17	58
ydbL	gene-b1383	TRANSCRIPT_gene-b1383	protein_coding	0	4	4	92	0	0	0	0	33	0	0	0	4	0	0	0	0	0	0	0	4	59
ydcA	gene-b1419	TRANSCRIPT_gene-b1419	protein_coding	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
ydcC	gene-b1460	TRANSCRIPT_gene-b1460	protein_coding	0	13	11	106	0	0	0	0	83	0	0	0	11	0	0	0	0	0	0	0	13	23
ydcD	gene-b1457	TRANSCRIPT_gene-b1457	protein_coding	0	0	0	116	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	30
ydcF	gene-b1414	TRANSCRIPT_gene-b1414	protein_coding	0	7	3	124	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	7	101
ydcH	gene-b1426	TRANSCRIPT_gene-b1426	protein_coding	0	0	0	36	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
ydcI	gene-b1422	TRANSCRIPT_gene-b1422	protein_coding	0	0	0	21	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1
ydcJ	gene-b1423	TRANSCRIPT_gene-b1423	protein_coding	0	0	0	17	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3
ydcK	gene-b1428	TRANSCRIPT_gene-b1428	protein_coding	0	7	2	28	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	7	27
ydcL	gene-b1431	TRANSCRIPT_gene-b1431	protein_coding	0	1	0	38	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	32
ydcO	gene-b1433	TRANSCRIPT_gene-b1433	protein_coding	0	0	0	51	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	15
ydcR	gene-b1439	TRANSCRIPT_gene-b1439	protein_coding	0	2	0	20	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	14
ydcS	gene-b1440	TRANSCRIPT_gene-b1440	protein_coding	0	1	0	23	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	17
ydcT	gene-b1441	TRANSCRIPT_gene-b1441	protein_coding	0	1	0	42	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	1	16
ydcU	gene-b1442	TRANSCRIPT_gene-b1442	protein_coding	0	1	1	62	0	0	0	0	49	0	0	0	1	0	0	0	0	0	0	0	1	13
ydcV	gene-b1443	TRANSCRIPT_gene-b1443	protein_coding	0	1	0	67	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	1	7
ydcY	gene-b1446	TRANSCRIPT_gene-b1446	protein_coding	0	0	0	77	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	6
ydcZ	gene-b1447	TRANSCRIPT_gene-b1447	protein_coding	0	0	1	86	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	80
yddA	gene-b1496	TRANSCRIPT_gene-b1496	protein_coding	0	9	4	46	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	9	31
yddB	gene-b1495	TRANSCRIPT_gene-b1495	protein_coding	0	1	3	49	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	1	32
yddE	gene-b1464	TRANSCRIPT_gene-b1464	protein_coding	1	24	6	107	0	0	0	0	69	0	0	0	6	0	0	0	0	1	0	0	24	38
yddG	gene-b1473	TRANSCRIPT_gene-b1473	protein_coding	0	18	2	54	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	18	45
yddH	gene-b1462	TRANSCRIPT_gene-b1462	protein_coding	0	23	7	108	0	0	0	0	36	0	0	0	7	0	0	0	0	0	0	0	23	72
yddJ	yddJ	gene-b1470	pseudogene	0	0	0	68	0	0	0	0	64	0	0	0	0	0	1	0	0	0	0	0	0	3
yddK	gene-b1471	TRANSCRIPT_gene-b1471	protein_coding	0	2	1	69	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	2	65
yddL	gene-b1472	TRANSCRIPT_gene-b1472	protein_coding	0	0	0	71	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	65
yddM	gene-b1477	TRANSCRIPT_gene-b1477	protein_coding	0	0	0	49	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	7
yddY	gene-b4746	TRANSCRIPT_gene-b4746	protein_coding	0	1	0	69	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	1	34
ydeA	gene-b1528	TRANSCRIPT_gene-b1528	protein_coding	0	0	0	51	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	5
ydeE	gene-b1534	TRANSCRIPT_gene-b1534	protein_coding	0	14	3	48	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	14	23
ydeI	gene-b1536	TRANSCRIPT_gene-b1536	protein_coding	0	1	1	69	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	1	21
ydeJ	gene-b1537	TRANSCRIPT_gene-b1537	protein_coding	0	0	0	85	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	48
ydeM	gene-b1497	TRANSCRIPT_gene-b1497	protein_coding	0	4	0	48	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	4	28
ydeN	gene-b1498	TRANSCRIPT_gene-b1498	protein_coding	0	10	3	36	0	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	10	15
ydeO	gene-b1499	TRANSCRIPT_gene-b1499	protein_coding	0	5	2	39	0	0	0	0	37	0	0	0	2	0	0	0	0	0	0	0	5	2
ydeP	gene-b1501	TRANSCRIPT_gene-b1501	protein_coding	0	1	0	36	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	1	4
ydeQ	gene-b1502	TRANSCRIPT_gene-b1502	protein_coding	0	1	0	23	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	3
ydeR	gene-b1503	TRANSCRIPT_gene-b1503	protein_coding	0	0	0	16	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	4
ydeS	gene-b1504	TRANSCRIPT_gene-b1504	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5
ydeT	gene-b1505	TRANSCRIPT_gene-b1505	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7
ydfA	gene-b1571	TRANSCRIPT_gene-b1571	protein_coding	0	7	2	96	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	7	70
ydfB	gene-b1572	TRANSCRIPT_gene-b1572	protein_coding	0	0	0	98	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	72
ydfC	gene-b1573	TRANSCRIPT_gene-b1573	protein_coding	0	0	0	86	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	60
ydfD	gene-b1576	TRANSCRIPT_gene-b1576	protein_coding	0	0	2	46	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	29
ydfE	ydfE	gene-b1577	pseudogene	0	0	0	52	0	0	0	0	21	0	0	0	0	0	2	0	0	0	0	0	0	29
ydfG	gene-b1539	TRANSCRIPT_gene-b1539	protein_coding	0	3	0	89	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	3	25
ydfI	gene-b1542	TRANSCRIPT_gene-b1542	protein_coding	1	23	8	53	0	0	0	0	20	1	0	0	8	0	0	1	0	0	0	0	23	33
ydfJ	gene-b1543	TRANSCRIPT_gene-b1543	protein_coding	0	11	0	78	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	11	28
ydfK	gene-b1544	TRANSCRIPT_gene-b1544	protein_coding	0	0	0	132	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	65
ydfO	gene-b1549	TRANSCRIPT_gene-b1549	protein_coding	0	0	0	264	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	29
ydfR	gene-b1555	TRANSCRIPT_gene-b1555	protein_coding	0	8	11	293	0	0	0	0	200	0	0	0	11	0	0	0	0	0	0	0	8	93
